discoverymethod,disc_year,pl_rade,pl_masse,pl_orbper,pl_dens,pl_orbeccen
Radial Velocity,2010,,14.6,124.26,,0.055
Transit,2015,14.32293971,,3.12201660495,,
Transit,2011,13.663771,1026.5909,3.0240949,5.0,
Transit,2014,,,23.4424859478,,
Transit,2016,1.94,,9.549273,,0.0
Transit,2016,2.41,,10.56098,,
Transit,2011,2.6,4036.3,6.2385,,
Transit,2016,1.52,,2.668313762,,
Transit,2016,1.67,,0.53835407,,0.0
Transit,2014,1.58,,12.12582991,,0.0
Transit,2014,1.52,,21.5878875,,0.0
Transit,2024,2.66002553,,2.42615378456,,
Radial Velocity,2011,,,2890.0,,0.402
Transit,2016,2.61,,28.474748,,0.0
Transit,2016,,,24.30788504,,
Transit,2014,,,3.5538336436,,
Transit,2014,1.76,,5.70078,,0.0
Transit,2023,15.27784069,225.65816897,4.039709,0.34,0.0
Transit,2014,,,44.8411168,,
Transit,2014,1.61,,3.614609,,0.0
Transit,2014,2.52,,13.72707449,,
Transit,2016,,,6.99130452,,
Transit,2016,1.64,,9.30412078,,0.0
Transit,2021,2.09,,37.8862977,,0.0
Transit,2016,2.961,,13.72465129,,
Transit,2016,2.8,,16.080661147,,0.0
Transit,2022,1.46954368,2.8,1.0376109,4.81,0.0
Transit,2022,11.56559794,,2.99426303712,,
Transit,2016,1.3,,23.19899,,0.0
Microlensing,2016,,21.0,,,
Transit,2014,2.6,,18.74653971,,0.0
Transit,2012,2.4,,12.882525,,0.0
Transit,2014,3.76,,13.699429,,
Transit,2016,1.72,,6.221632,,0.0
Transit,2020,2.5,,20.4998373,,0.0
Transit,2014,1.579,,8.01494715,,
Transit,2021,2.88,,59.7711437,,0.0
Microlensing,2022,,130.30964687,,,
Transit,2023,4.15,,26.6565737,,0.0
Transit,2016,,,0.638163432,,
Transit,2016,2.97,,15.65562652,,0.0
Transit,2016,11.88154,563.83042,1.25785,,0.0
Transit,2014,1.91,,8.77514782,,0.0
Transit,2014,,,15.95541913,,
Radial Velocity,2005,,,3352.0,,0.537
Transit,2016,1.506,,7.02573474,,
Transit,2020,9.9872018,,6.9594731,,0.064
Transit,2012,1.803,,29.1598615,,
Radial Velocity,2002,,,1724.0,,0.37
Transit,2023,,,1.73513611,,
Microlensing,2008,,540.3082919,,,
Transit,2014,2.98,,20.13490007,,0.0
Radial Velocity,2000,,,415.2,,0.058
Transit,2018,1.15,,10.616384,,
Transit,2014,,,10.31174786,,
Transit,2016,1.46,,13.61165024,,0.0
Transit,2014,,,28.98679128,,
Transit,2012,1.865,,,,
Transit,2016,2.329,,,,
Transit,2016,1.96,,8.77683,,
Transit,2011,5.22,18.4,7.642,,
Transit,2016,,,9.48965527,,
Transit,2022,3.71,,29.04992,,0.68
Transit,2013,0.276,,13.3669309,,0.0
Transit,2016,1.68,,25.69578251,,0.0
Transit,2021,,,16.45818035,,
Transit,2024,1.81434694,12.2,0.84742431,11.17,0.0
Transit,2016,4.03,,6.412515037,,0.0
Microlensing,2023,,25.76,,,
Transit,2014,1.79,,15.0548689,,
Transit,2014,2.54,,8.925076369,,0.0
Transit,2014,1.478,,8.00505342,,
Transit,2016,17.62674047,,2.0528683716,,
Transit,2021,2.73,,11.96721766,,0.0
Transit,2016,3.07,,11.59822172,,0.0
Transit,2016,3.07,,11.59822172,,0.0
Transit,2016,2.98,,11.6,,
Transit,2014,1.37,,7.267,,
Transit,2016,2.86,,20.9568158,,
Transit,2016,2.048,,,,
Transit,2016,2.08,,9.467814048,,0.0
Transit,2016,1.88,,28.59915399,,0.0
Transit,2016,1.88,,28.59915399,,0.0
Transit,2011,,1.72,5.9012781,0.85,
Transit,2016,,,1.68269715,,
Transit,2016,1.32,,1.682696148,,
Transit,2016,1.27,,1.682696148,,0.0
Transit,2016,2.73,,12.3764661,,
Transit,2016,,,11.023474798,,
Transit,2012,1.9,,16.38481298,,
Transit,2016,,,2.2433802904,,
Transit,2014,,,20.30652965,,
Transit,2011,1.73,,8.98596954,,
Transit,2011,,,8.98581901,,
Transit,2014,1.28,,13.34295116,,
Transit,2016,2.43,,20.9568158,,0.0
Transit,2016,1.903,,,,
Transit,2016,1.96,,5.53608151,,0.0
Transit,2016,2.23,,12.2854603,,0.0
Transit,2014,2.05,,6.877446033,,0.0
Transit,2016,1.413,,,,
Transit,2016,,,1.15116611,,
Transit,2014,2.61,,4.1643806,,
Transit,2014,0.82,,5.77447,,0.0
Transit,2014,0.79,,,,
Transit,2014,2.71,,4.164383815,,0.0
Transit,2014,0.861,,,,
Transit,2014,2.65,,4.16,,
Transit,2016,2.11,,12.3764661,,0.0
Transit,2021,,,4.04355245,,
Transit,2016,1.85,,5.132485618,,0.0
Transit,2016,0.67,,2.886762645,,0.0
Transit,2023,1.18,,20.61867,,0.0
Transit,2023,1.4,,20.6181066,,0.0
Transit,2023,1.57,,20.6180348,,0.0
Transit,2002,14.5717,410.0007,1.211909,,
Transit,2016,2.2,,5.945053,,0.0
Transit,2021,1.42,,7.28122373,,0.0
Transit,2014,1.96,,58.0341086,,0.0
Transit,2012,13.89916,651.5515,3.8559,1.33,0.074
Transit,2014,,,30.0899459,,
Transit,2020,,,5.436147,,
Transit,2014,,,16.08832318,,
Transit,2015,14.5717,603.877,1.4013794,1.16,0.0
Transit,2016,1.28,,1.922799706,,0.0
Transit,2011,4.12,,12.33343853,,0.0
Transit,2009,12.902,,,,
Transit,2014,4.34,,9.439460801,,0.0
Radial Velocity,2001,,,383.0,,0.07
Transit,2014,,,3.341799486,,
Transit,2014,2.47,,12.3097136,,0.0
Transit,2014,1.7,,32.2752118,,0.0
Transit,2016,1.47,,1.2195847,,0.0
Transit,2016,,,3.9466513276,,
Transit,2016,2.2,,40.5286413,,0.0
Transit,2016,1.76,,14.5596237,,0.0
Transit,2021,17.55655678,,3.66003195444,,
Transit,2014,,,29.22126129,,
Transit,2016,,,9.3789167,,
Transit,2016,1.63,,14.8783945,,0.0
Transit,2014,1.5,,3.132951625,,0.0
Transit,2014,10.223,75.323,4.763387,0.39,0.019
Transit,2014,1.46,,3.763042361,,0.0
Transit Timing Variations,2014,,,9.34150876,,
Transit,2014,,,4.02877097,,
Transit,2016,1.35,,8.03755877,,0.0
Transit,2014,0.89,,25.2099845,,0.0
Transit,2014,2.54,,12.762172,,
Transit,2012,14.358729,232.0159,3.332687,0.431,0.21
Transit,2014,2.11,,10.47548084,,0.0
Transit,2013,1.33,,5.714890717,,0.0
Transit,2016,3.114,,,,
Transit,2016,1.24,,2.31941571,,0.0
Microlensing,2021,,4.447,,,
Transit,2021,2.518,,10.35509,,
Transit,2014,2.749,,9.48803146,,
Transit,2016,2.31,,24.58721573,,0.0
Transit,2015,14.757,,,,
Transit,2016,1.64,,10.41728722,,0.0
Transit,2016,2.005,,39.859484,,
Transit,2016,,,47.0571035877,,
Transit,2010,,649.32669,,,0.208
Transit,2016,1.382,,7.44142113,,
Radial Velocity,2012,,,3.3366524,,0.017
Transit,2016,,,8.74192361,,
Transit,2016,2.4,,25.38413,,0.0
Transit,2014,,,56.4758069,,
Transit,2014,,,37.5142128,,
Transit,2014,4.1,,99.6368,,0.0
Radial Velocity,2005,,,1928.0,,0.53
Transit,2021,3.23,,103.427188,,0.0
Transit,2014,1.83,,8.58604,,0.0
Transit,2014,3.0,,19.25405306,,0.0
Transit,2014,1.4,,6.41491277,,0.0
Transit,2016,2.31,,14.58649607,,
Transit,2016,5.36,,49.7701438,,0.0
Transit,2023,1.61,,4.45814897,,0.0
Transit,2016,,,4.243748097,,
Transit,2014,1.73,,10.065275,,
Transit,2014,2.04,,19.2715468,,
Transit,2014,1.61,,10.06525843,,0.0
Transit,2021,,,7.71790675,,
Transit,2021,0.97,,7.72,,
Transit,2021,0.9,,7.71790675,,0.0
Transit,2014,1.54,,10.06525147,,
Transit,2014,2.06,,19.27,,
Transit,2016,1.97,,49.276764,,0.0
Transit,2016,1.75,,49.2768448,,0.0
Transit,2021,1.29,,8.847813,,0.0
Transit,2021,1.54502915,,8.847940445,,
Transit,2016,,,3.51749079,,
Transit,2016,,,3.5174882411,,
Transit,2016,,,14.2822855967,,
Transit,2016,1.64,,14.28226676,,0.0
Transit,2016,1.3,,8.07392849,,0.0
Transit,2016,1.3,,8.07392849,,0.0
Transit,2016,,,8.07394097,,
Transit,2011,11.11,,2.45523906,,
Transit,2011,,,2.455240626,,
Transit,2016,2.3,,5.536068,,0.0
Transit,2016,2.09,,37.6327084,,0.0
Transit,2016,2.46,,37.6327084,,
Transit,2016,1.895,,,,
Transit,2016,,,20.9568715383,,
Transit,2016,2.09,,37.6327084,,0.0
Transit,2016,,,37.6333868,,
Transit,2020,1.32,2.47,0.76837883,5.91,0.032
Transit,2016,2.27,,12.12400943,,0.0
Transit,2016,4.3,,7.275026,,0.0
Transit,2014,1.59,,9.02439889,,
Transit,2020,1.325,2.46,0.76837931,5.8,0.0
Transit,2016,2.599,,21.41616926,,
Transit,2016,1.67,,18.75470238,,0.0
Transit,2016,1.22,,0.893041236,,0.0
Transit,2016,,,0.89304105,,
Transit,2016,0.7,,0.900376476,,0.0
Transit,2014,2.06,,6.312503728,,0.0
Transit,2014,,,34.98953599,,
Transit,2014,1.237,,,,
Transit,2014,1.25,,34.9894475,,0.0
Transit,2014,1.25,,34.9894475,,0.0
Transit,2025,,,67.5923754,,
Transit,2021,1.25,,14.53398,,0.0
Transit,2021,1.52,,14.53,,
Transit,2016,1.75,,18.7546998,,0.0
Transit,2016,,,9.46781385,,
Transit,2016,,,9.4678276214,,
Transit,2016,,,0.893040969,,
Transit,2016,,,46.4,,
Transit,2016,,,31.70648,,
Transit,2016,2.29980485,,31.71802083162,,
Transit,2016,,,15.572098,,
Transit,2016,1.25,,5.94566534,,
Transit,2025,0.88,4.0,7.57686,,0.0
Transit,2016,2.48,,28.59878,,0.0
Transit,2011,2.25,9.4,5.901,,
Transit,2011,2.251,,,,
Transit,2011,1.99,,8.752167,,0.0
Transit,2011,2.2,1303.0,5.90124,,
Transit,2021,2.38,,8.27744313,,0.0
Transit,2014,1.0,,5.188561757,,0.0
Transit Timing Variations,2014,1.76,,9.34144548,,0.0
Transit,2016,1.0,,3.57554956,,0.0
Transit,2014,3.03,,19.30577159,,0.0
Transit,2020,0.84,,8.48293296,,0.0
Transit,2011,0.69,,1.86511477,,0.0
Transit,2021,1.35,,0.9116567,,
Transit,2016,1.28,,3.0091324,,
Transit,2016,2.42,,18.477659,,0.0
Radial Velocity,2015,,,2111.0,,0.098
Transit,2020,13.11450742,392.20025424,11.2365985,,0.46
Transit,2014,,,18.2079798213,,
Transit,2007,15.636555,337.85329,3.853003,0.487,
Transit,2016,,,24.7543849,,
Transit,2016,0.817,,2.89223021,,
Transit,2016,3.333,,28.51120525,,
Transit,2014,1.27,,17.9133739,,0.0
Transit,2021,2.82,,47.0564621,,0.0
Transit,2014,1.48,3.51,2.58664,5.44,
Transit,2022,2.678,,17.27474,,
Transit,2014,2.66,,6.511127,,
Transit,2016,1.345,,2.707306716,,
Transit,2014,1.02,,2.024823,,
Transit,2016,,,11.1283214353,,
Transit,2016,5.45,,11.13,,
Transit,2016,3.26,,2.226491086,,0.0
Transit,2021,4.52,,148.2722671,,0.0
Transit,2016,2.014,,,,
Radial Velocity,2022,11.2089807,2542.627256,109.75,,0.395
Transit,2012,1.88,,0.742958836,,0.0
Transit,2012,,,22.7809011003,,
Transit,2011,,1.29837,8.752097,0.33,
Transit,2016,2.13,,4.4968604,,0.0
Transit,2016,,,4.49686066,,
Transit,2016,1.93,,4.49686066,,0.0
Transit,2016,3.26,,2.226491086,,0.0
Transit,2016,,,11.12830596,,
Transit,2016,,,5.87063416,,
Radial Velocity,2005,,,6.1335,,0.309
Radial Velocity,2024,,3747.19691853,5103.0,,0.26
Transit,2016,1.6,,1.151166506,,
Transit,2016,1.56,,1.151166506,,0.0
Transit,2009,22.261074,143.97699,3.735433,,0.11
Transit,2009,22.317119,154.46538,3.735438,0.0817,0.028
Transit,2009,22.317119,162.72896,3.7354845,0.08,0.02
Transit,2009,,,3.73548546,,
Transit,2009,21.2315,,3.7354838,,
Transit,2012,15.581,181.155,4.411953,0.279,0.21
Transit,2012,,,4.41193868,,
Transit,2012,,,4.41193852,,
Transit,2012,15.02006,184.3414,4.41194,0.32,0.0
Transit,2016,0.772,0.41,4.04961,4.9,0.07
Transit,2024,1.03,4.0,0.8574347,,
Transit,2016,,,14.48584765,,
Transit,2016,2.34,,9.69312032,,0.0
Transit,2016,1.28,,2.89,,
Transit,2016,1.5,,2.613020421,,0.0
Transit,2021,1.18,,1.615359728,,0.0
Transit,2021,,,1.615357809,,
Transit,2016,1.85,,5.132485618,,0.0
Transit,2016,,,5.1323532092,,
Transit,2023,,,6.38316403,,
Transit,2023,1.85,,20.62,,
Transit,2012,2.52,79.6,7.877,,
Transit,2012,2.21,,7.877356,,0.0
Transit,2012,2.1,135.0,7.8773565,,
Transit,2012,1.93,,7.87761021,,
Transit,2012,2.14,,16.38485646,,
Transit,2014,1.8,,36.4451982,,0.0
Transit,2012,1.81,,16.38485646,,0.0
Transit,2012,2.122,,16.38,,0.012
Transit,2012,2.29,,7.88,,
Transit,2016,1.79,,2.852348975,,0.0
Transit,2016,1.971,,,,
Transit,2023,,,17.157236,,
Transit,2016,,,38.13036969,,
Transit,2015,0.97,,6.80252171,,0.0
Microlensing,2023,,0.92,,,
Transit,2010,1.92,,10.30400497,,
Transit,2014,,,27.4345973,,
Transit,2013,11.02,,8.88492268,,0.0
Transit,2014,3.83,,11.379349,,
Transit,2016,1.257,,,,
Transit,2016,1.313,,,,
Transit,2018,1.9,,3.225349,,
Transit,2021,2.41,,19.5777657,,0.0
Transit,2016,2.77,,34.3511874,,
Transit,2016,,,7.12815163,,
Transit,2016,3.04,,13.72465129,,0.0
Transit,2016,2.9,,35.622233,,0.0
Transit,2010,16.14096,290.81445,2.828042,0.381,0.05
Microlensing,2014,,4400.0,,,
Transit,2016,0.79,,3.18897601,,0.0
Transit,2014,3.08,,5.996534997,,0.0
Transit,2016,1.532,,,,
Radial Velocity,2001,,,828.0,,0.052
Transit,2018,2.94026258,,15.853543,,
Transit,2016,1.98,,21.169861,,0.06
Transit,2016,2.4,,23.55539,,0.0
Transit,2014,1.94,,39.59492,,0.0
Transit,2013,2.3,,24.80568031,,0.0
Transit,2014,,,34.25955106,,
Transit,2016,4.87,,76.13602028,,
Transit,2014,,,18.99815959,,
Transit,2023,12.5447,,56.4043748,,
Transit,2016,2.182,,16.79713874,,
Transit,2016,,,2.243380573,,
Transit,2016,1.99,,2.243380573,,0.0
Transit,2016,0.886,,,,
Transit,2016,,,3.6014772659,,
Transit,2014,1.52,,13.81752,,0.0
Transit,2016,1.79,,2.852348975,,0.0
Transit,2016,,,2.8523458358,,
Transit,2021,1.94,,13.815058,,0.0
Transit,2021,1.91,,13.81504449,,0.0
Transit,2021,,,13.81504449,,
Transit,2016,,,2.24338122,,
Transit,2016,1.47,,0.928310498,,0.0
Transit,2014,1.09,,7.82527952,,
Transit,2014,1.28,,7.824904,,
Transit,2014,2.024,,20.06039,,
Transit,2014,2.251,,,,
Transit,2014,1.84,,20.06085968,,
Transit,2014,2.18,,3.34021995,,0.0
Transit,2014,2.18,,3.34021995,,0.0
Transit,2014,,,3.3402215242,,
Transit,2014,2.0,,46.18288,,0.0
Transit,2014,1.22,,7.82501206,,0.0
Transit,2014,,,20.06036336,,
Transit,2014,1.96,,20.06036336,,0.0
Transit,2014,2.49,,3.34,,
Transit,2014,1.53,,8.29559431,,0.0
Transit,2014,2.0,,23.9679932,,
Transit,2014,1.96,,8.29561,,0.0
Transit,2016,2.32,,,,
Transit,2016,2.25,,8.11,,
Transit,2016,1.44,,4.194496514,,0.0
Transit,2016,,,4.19450074,,
Transit,2016,,,4.194496867,,
Transit,2021,0.92,,7.71792296,,0.0
Transit,2016,2.5,,47.14840805,,
Transit,2014,1.58,,27.0141783,,0.0
Transit,2016,7.09,,5.28789787,,0.0
Transit,2016,3.19,,16.08524954,,0.0
Transit,2021,2.2,,35.01198785,,0.0
Transit,2016,1.3,,,,
Transit,2014,1.79,,3.2828024,,0.0
Transit,2025,12.02041386,,5.20970995776,,
Radial Velocity,2020,,6299.67685515,5429.93477,,0.164
Transit,2016,2.84,,70.9672087,,0.0
Transit,2014,,,3.250586439,,
Transit,2016,1.24,,2.892217506,,
Transit,2021,2.45,,6.45443377,,0.0
Transit,2012,2.467,,,,
Transit,2016,6.97,,98.7180406,,0.0
Transit,2016,,,4.1158444531,,
Transit,2014,,26.2118,18.99850578,0.31,
Transit,2016,3.844,,,,
Transit,2014,1.93,,10.07,,
Transit,2020,1.34,,5.77955922,,0.0
Transit,2016,3.96,,156.0,,
Transit,2023,,,6.383159135,,
Transit,2012,,,7.87742645,,
Transit,2012,2.176,,,,
Transit,2014,,,36.4454001,,
Transit,2012,2.12,,16.38,,
Transit,2016,2.313,,,,
Transit,2016,1.32,,2.243381847,,0.0
Transit,2016,2.65,,11.59822233,,0.0
Transit,2014,1.93,,19.27147,,0.0
Transit,2012,,,4.4119379,,
Transit,2017,1.045,0.68,9.20669,3.3,0.063
Transit,2017,0.92,0.692,6.101013,4.901605,
Transit,2016,1.121,1.017,,4.0,0.00622
Transit,2016,,,1.274925,,
Radial Velocity,2020,,127.132,34.516,,0.359
Transit,2021,2.08,,16.85593514,,0.0
Transit,2016,0.52,,2.104338119,,0.0
Transit,2016,0.52,,2.104338119,,
Transit,2016,,,2.1043413198,,
Transit,2016,1.36,,0.93,,
Transit,2014,2.246,,,,
Transit,2014,1.201,,7.825046,,
Transit,2014,1.368,,,,
Transit,2014,1.94,,46.18415,,0.0
Transit,2014,,,46.18418752,,
Transit,2014,,,20.0603185087,,
Microlensing,2019,,150.0,,,
Transit,2014,,1.33,12.759345,0.487,
Transit,2020,2.53,,5.62005172,,0.0
Transit,2014,1.705,,,,
Transit,2014,2.26,,33.040532,,
Transit,2016,0.55,,2.88879862,,0.0
Transit,2017,12.04276422,,3.313921,,
Transit,2008,12.44199,251.0857,3.72247,,0.0
Transit,2016,2.49,,12.91385906,,0.0
Transit,2015,,,4.9712917,,
Transit,2016,2.6,,16.00494214,,0.0
Radial Velocity,2022,,8612.83200129,24469.67342,,0.401
Transit,2016,,,16.3296705872,,
Transit,2014,2.51,,22.25088,,0.0
Transit,2016,1.38,,5.8706191,,0.0
Transit,2016,1.45,,5.87,,
Transit,2025,14.1861,,7.1487697,,
Transit,2025,11.83668362,7720.05200603,7.148973,25.6,0.0332
Transit,2008,,,1.628429971,,
Transit,2016,2.7,,2.1047142,,0.0
Transit,2016,4.92,,11.12830484,,
Transit,2021,3.08,,5.72087524,,0.0
Transit,2021,1.78,,5.72084599,,0.0
Transit,2016,6.63,,11.12830484,,0.0
Radial Velocity,2005,,,6.1335,,0.31
Radial Velocity,2005,12.73340208,688.41632956,6.134985,1.83,0.314
Transit,2014,1.98,,3.353728,,
Transit,2014,1.93,,28.46416009,,
Transit,2014,2.32,,6.877458,,0.0
Transit,2014,2.02,,6.877449897,,0.0
Transit,2014,2.12,,3.353730333,,0.0
Transit,2014,2.652,,,,
Transit,2014,,,28.46459193,,
Transit,2014,,,6.8774462313,,
Transit,2014,,,28.4646280549,,
Transit,2014,2.12,,3.353730333,,0.0
Transit,2014,,,3.353732008,,
Transit,2016,1.42,,1.15,,
Transit,2009,19.582123,154.46538,3.735438,0.121,0.0
Transit,2012,14.79588,165.2716,4.41195,,0.0
Transit,2012,,,4.4119395,,
Transit,2012,,,4.41193858,,
Transit,2016,1.086,0.85,1.51087081,3.6,0.081
Transit,2017,,,9.2129,,
Transit,2017,,,6.09956479,,
Transit,2016,,,2.4219371,,0.0
Transit,2019,,,2.86413545,,
Transit,2016,1.23,,1.682695938,,0.0
Transit,2014,2.47,,4.16437101,,
Transit,2014,2.71,,4.164383815,,0.0
Transit,2014,,,4.164384505,,
Transit,2016,2.67,,,,
Transit,2016,1.4,,8.83915,,0.0
Transit,2019,2.69,,65.55,,0.2
Transit,2014,1.85,,8.586004,,
Transit,2018,6.89,,8.56222,,
Transit,2015,0.98,,35.23318,,0.0
Transit,2015,4.86,25.6,11.90715,1.18,0.0
Transit,2014,1.696,,11.0317307,,
Transit,2011,,2.34531,12.7203703,0.0022,
Transit,2016,1.63,,16.473474,,0.0
Transit,2014,1.34,,6.919723,,0.0
Transit,2016,1.59,,26.7838935,,0.0
Transit,2016,1.31,,5.17624997,,0.0
Transit,2016,2.5,,38.3774623,,
Transit,2016,2.742,,,,
Transit,2014,2.34,,4.822962,,
Transit,2021,3.08,,42.4267342,,0.0
Transit,2014,2.09,3.2,12.412,,
Transit,2014,4.59,,11.8150013,,0.0
Transit,2014,,,12.6990485,,
Transit,2016,3.52,,115.6863392,,0.0
Transit,2018,11.960003,177.9848,2.7439004,0.56,0.279
Transit,2014,,,5.69059163,,
Transit,2016,2.22,,13.02365861,,0.0
Transit,2016,1.88,,47.0319479,,
Transit,2014,1.25,3.78,6.02976,10.5,0.0
Transit,2014,15.3684,,4.3011975,,
Transit,2022,1.692,,5.095717,,
Transit,2014,1.34,,1.67832545,,
Transit,2014,1.41,,7.83,,
Transit,2014,1.85,,23.9679932,,0.0
Transit,2016,,,4.1945046212,,
Radial Velocity,2022,,1661.6069118,7841.5839,,0.391
Transit,2014,,,46.1842039,,
Transit,2021,1.01,,8.84786839,,0.0
Transit,2016,2.13,,14.28226676,,
Transit,2016,1.3,,8.07392849,,0.0
Transit,2011,,,2.45524065,,
Transit,2011,12.99286305,,2.45523883412,,
Transit,2016,1.566,,,,
Transit,2014,1.08,,5.7952971,,0.0
Transit,2014,1.8,,8.41100305,,0.0
Transit,2014,2.043,,,,
Transit,2014,1.49,,2.7556281,,0.0
Transit,2016,2.3,,17.76,,
Transit,2011,2.41,,8.98584768,,
Transit,2011,,,8.985847,,
Transit,2011,2.02,,8.9857,,0.0
Transit,2011,1.959,1.63,5.91,1.185427,
Transit,2011,2.06,,8.99,,
Transit,2017,1.34,,,,
Transit,2017,0.75,,1.538181528,,0.0
Transit,2014,1.53,,20.995694,,
Transit,2012,1.33,,12.07135949,,0.0
Transit,2014,0.712,,,,
Transit,2014,2.06,,23.089447,,0.0
Transit,2014,1.51,2.1,23.0923,3.6,0.01
Transit,2014,0.64,,10.31,,
Transit,2014,0.99,,1.937029,,
Transit,2014,1.15,,7.06117359,,0.0
Transit,2014,0.99,,3.30656751,,
Transit,2014,1.21,,15.36843606,,0.0
Transit,2014,1.382,,,,
Transit,2014,1.0,,3.306548978,,
Transit,2014,1.57,,7.113726,,0.0
Transit,2014,,,3.306551643,,
Transit,2014,1.18,,22.40788397,,
Transit,2014,1.56,,13.343058,,
Transit,2014,1.24,,3.887,,
Transit,2014,1.396,,,,
Transit,2014,1.56,,3.179997,,
Transit,2016,1.14,,18.1373829,,0.0
Transit,2014,1.69,,3.78403393,,0.0
Transit,2021,,,6.54625953,,
Transit,2016,,,49.6075771,,
Microlensing,2022,,31.7828407,,,
Transit,2020,2.28,9.79,5.6057,4.51,0.04
Transit,2016,1.99,,76.957857,,0.0
Transit,2016,2.2,,5.53609368,,0.0
Transit,2020,1.34,,5.77955922,,0.0
Transit,2020,1.5,,5.77957133,,0.0
Transit,2016,1.919,,37.6327084,,
Transit,2016,2.11,,5.54,,
Transit,2015,1.86,,101.11141,,0.34
Transit,2021,,,0.727331746,,
Transit,2014,1.51,,8.41102527,,
Transit,2014,0.98,,5.7953,,0.0
Transit,2014,0.89,,5.795278,,
Transit,2014,1.08,,5.7952971,,0.0
Transit,2014,1.76,,8.41,,
Transit,2014,1.05,,5.79529495,,0.0
Transit,2014,,,2.75563813,,
Transit,2014,1.22,,20.30707932,,
Transit,2014,1.17,,2.755637103,,0.0
Transit,2014,,,20.3065126071,,
Transit,2014,1.71,,20.31,,
Transit,2014,1.37,,2.755637216,,0.0
Transit,2016,2.11,,56.0560538,,
Microlensing,2022,,301.93698665,,,
Transit,2023,3.31,699.2224954,6.535,,
Transit,2014,2.01,,42.4699,,0.0
Radial Velocity,2000,,,119.29,,0.325
Transit,2014,1.33,,13.78109344,,0.0
Transit,2014,0.629,,,,
Transit,2014,1.58,,13.78104973,,
Transit,2014,,,13.78110068,,
Transit,2014,1.52,,23.08901839,,0.0
Transit,2014,,,23.08902241,,
Transit,2014,1.51,2.3,13.7815,3.6,0.017
Transit,2014,1.5,,13.78,,
Transit,2014,1.197,1.97,13.7813,6.2,
Transit,2016,2.18,,56.05628,,0.0
Transit,2016,2.17,,17.76080053,,0.0
Transit,2016,2.17,,17.76080053,,0.0
Transit,2011,2.77,10.9,8.986,,
Transit,2011,3.6,479.9,5.9123,,
Transit,2011,1.92,,5.912268297,,0.0
Transit,2011,1.971,,,,
Transit,2011,1.92,,5.912268297,,0.0
Transit,2011,1.879,,,,
Transit,2011,1.73,,5.912273234,,0.0
Transit,2021,1.37,,4.57699384,,0.0
Transit,2021,,,4.5770016,,
Transit,2021,1.3904994,,4.577020168,,
Transit,2012,2.188,,,,
Transit,2012,1.3,,12.07135949,,
Transit,2012,,,12.07130385,,
Transit,2012,1.23,,12.07172,,0.0
Transit,2012,1.856,3.09,8.01,2.635508,0.022
Transit,2014,1.3,,20.99587872,,0.0
Transit,2014,,12.0946,20.995879,9.2,
Transit,2014,1.751,,,,
Transit,2014,1.099,,,,
Transit,2014,1.49,,7.061193,,0.0
Transit,2014,1.14,,7.061149,,
Transit,2014,1.15,,7.06117359,,0.0
Transit,2014,1.062,,,,
Transit,2014,,,1.93703298,,
Transit,2014,,,7.0611731694,,
Transit,2014,1.34,,7.06,,
Transit,2014,,,7.06117322,,
Transit,2014,0.87,,1.937029968,,0.0
Transit,2014,1.045,,,,
Transit,2014,1.134,,,,
Transit,2014,0.95,,3.307,,
Transit,2014,,,3.3065702702,,
Transit,2014,1.21,,15.36843606,,0.0
Transit,2014,0.91,,3.306551643,,0.0
Transit,2014,1.41,,15.37,,
Transit,2014,1.25,,7.267302,,
Transit,2014,1.14,,3.886803,,
Transit,2014,1.64,,7.267311,,0.0
Transit,2014,1.31,,3.88675809,,
Transit,2014,1.28,,7.26730117,,
Transit,2014,,,7.26730023,,
Transit,2014,1.568,,,,
Transit,2014,,,22.4075713361,,
Transit,2014,1.14,,7.26731094,,0.0
Transit,2014,,,22.40777833,,
Transit,2014,1.41,,22.41,,
Transit,2014,1.26,,22.40777444,,0.0
Transit,2014,1.26,,22.40777444,,0.0
Transit,2014,1.12,,2.54954597,,
Transit,2014,1.73,,13.969457,,
Transit,2014,1.31,,2.549563296,,0.0
Transit,2014,,,2.5495625,,
Transit,2014,1.182,,,,
Transit,2014,1.7,,13.96948245,,0.0
Transit,2014,1.44,,2.549563296,,
Transit,2014,1.31,,2.549563296,,0.0
Transit,2016,1.07,,1.646819,,0.0
Transit,2016,0.91,,1.646801908,,0.0
Transit,2016,1.03,,1.65,,
Transit,2016,0.86,,1.646801683,,0.0
Transit,2016,,,5.72812616,,
Transit,2016,2.05,,11.419267,,0.0
Transit,2016,1.55,,11.41928253,,0.0
Transit,2016,,,11.4192143055,,
Transit,2016,1.16,,9.10967112,,0.0
Transit,2016,1.35,,13.32388301,,0.0
Transit,2016,,,13.3237667377,,
Transit,2014,1.186,,7.054259,,
Transit,2014,1.671,,,,
Transit,2014,1.11,,7.05427318,,
Transit,2018,6.38913,47.6745,6.71837,1.1,
Transit,2014,1.032,,,,
Transit,2014,,,8.45744892,,
Transit,2014,2.85,,27.50867519,,0.0
Transit,2014,1.37,,87.5174361,,0.0
Transit,2016,10.1,,39.643231,,0.0
Transit,2014,2.0,,27.0142622,,0.0
Transit,2014,1.24,,9.18244299,,0.0
Transit,2014,1.24,,16.725948,,
Transit,2016,3.19,,16.87727414,,0.0
